container_id,dataset,horizon,horizon_min,label,best_r2,second_best_r2,margin,n_candidates,nnls,chronos2,timesfm,granite_ttm
c_22025,alibaba,h120,120,chronos2,0.23620108836486142,0.2147455126518103,0.021455575713051123,4,-0.193915726127025,0.23620108836486142,0.2147455126518103,0.10619044920849108
c_22044,alibaba,h010,10,chronos2,0.9947327266211365,0.9936281390416586,0.0011045875794779558,4,0.9936281390416586,0.9947327266211365,0.9259226590851477,0.7930270463710165
c_22044,alibaba,h030,30,timesfm,0.8998916669584156,0.8274282876021873,0.07246337935622826,4,0.7284504583397773,0.8274282876021873,0.8998916669584156,0.613807708316852
c_22044,alibaba,h060,60,nnls,0.5737478041067123,0.4757355631131104,0.09801224099360195,4,0.5737478041067123,0.4757355631131104,0.4737000848602412,0.22780808207655523
c_22044,alibaba,h120,120,nnls,0.0283069893314416,0.007736643996749226,0.020570345334692375,4,0.0283069893314416,0.007736643996749226,-0.04474282465420765,-0.0036958494952057386
c_22048,alibaba,h010,10,nnls,0.9078980214832364,0.8535633103216029,0.054334711161633464,4,0.9078980214832364,0.8535633103216029,0.6261322197270465,0.5661427201390761
c_22048,alibaba,h030,30,timesfm,0.6180074712417027,0.5087955237140644,0.1092119475276383,4,0.5087955237140644,0.4465916165179499,0.6180074712417027,0.23897086860499694
c_22048,alibaba,h060,60,timesfm,0.31477993779749924,0.31225154093417506,0.0025283968633241782,4,0.31225154093417506,0.26274097099878035,0.31477993779749924,0.01440328992616935
c_22048,alibaba,h120,120,nnls,0.5074806780478284,-0.039907671227532804,0.5473883492753612,4,0.5074806780478284,-0.23610758958755906,-0.039907671227532804,-0.3887414092972652
c_2205,alibaba,h010,10,nnls,0.6083176782300308,0.44296875,0.16534892823003078,4,0.6083176782300308,0.44296875,0.261499603188702,0.14095784851781445
c_2205,alibaba,h030,30,chronos2,0.2935857413702928,0.06773515614676384,0.22585058522352897,4,0.06773515614676384,0.2935857413702928,-7.173940206373075e-05,-0.2877394744778694
c_2205,alibaba,h060,60,chronos2,0.1617215535287081,0.10541190170272707,0.05630965182598102,4,0.10541190170272707,0.1617215535287081,0.04446124641416094,-0.015803325393267453
c_2205,alibaba,h120,120,granite_ttm,0.04904801162879424,-0.22106775921151578,0.27011577084031,4,-0.43910616840579686,-0.9357079574742266,-0.22106775921151578,0.04904801162879424
c_2209,alibaba,h010,10,chronos2,0.797361304402834,0.7647373337832664,0.03262397061956768,4,0.7647373337832664,0.797361304402834,0.559763982545025,0.4994971058732074
c_2209,alibaba,h030,30,nnls,0.5793699296749785,0.5684757939091436,0.010894135765834867,4,0.5793699296749785,0.5684757939091436,0.08861500642782949,0.2572302549475518
c_2209,alibaba,h060,60,timesfm,0.4669749542360223,0.3865197834440057,0.08045517079201658,4,0.3865197834440057,0.26895489975742004,0.4669749542360223,0.16242709372628905
c_2209,alibaba,h120,120,timesfm,0.04384362259501284,-0.007060504062149864,0.05090412665716271,4,-0.13708087459007,-0.28628722622863245,0.04384362259501284,-0.007060504062149864
c_22095,alibaba,h010,10,nnls,-0.4608762745876829,-0.468542977714429,0.0076667031267461105,4,-0.4608762745876829,-0.468542977714429,-0.6290430221879741,-0.5336444513551952
c_22095,alibaba,h030,30,timesfm,0.1517321093979258,-0.07642703265473672,0.22815914205266252,4,-0.6849993986567933,-0.7615252593277582,0.1517321093979258,-0.07642703265473672
c_22095,alibaba,h060,60,chronos2,0.07806792777825289,-0.025711542139406296,0.10377946991765918,4,-0.025711542139406296,0.07806792777825289,-0.03647603295222823,-0.24238755014731095
c_22095,alibaba,h120,120,timesfm,-0.05649052816717126,-0.11868277868293009,0.06219225051575883,4,-0.23586427768920637,-0.11868277868293009,-0.05649052816717126,-0.497295544306668
c_22098,alibaba,h010,10,timesfm,0.9725933863649809,0.9597722315338254,0.012821154831155535,4,0.9547848564320445,0.9597722315338254,0.9725933863649809,0.8396709532134645
c_22098,alibaba,h030,30,timesfm,0.8584498087899537,0.8215162604557253,0.03693354833422835,4,0.6979869973264748,0.8215162604557253,0.8584498087899537,0.5011411748394794
c_22098,alibaba,h060,60,timesfm,0.10980230412413172,0.09661443701011052,0.013187867114021201,4,0.09661443701011052,0.015464048522634943,0.10980230412413172,-0.022335458833891098
c_22098,alibaba,h120,120,nnls,-0.13893957998275086,-0.3998544851087298,0.2609149051259789,4,-0.13893957998275086,-0.3998544851087298,-0.7475906953254623,-0.9263622043601456
c_22104,alibaba,h010,10,nnls,0.8019939766606776,0.7127774866615854,0.08921648999909226,4,0.8019939766606776,0.7127774866615854,0.6334330853702606,0.7035241419355991
c_22104,alibaba,h030,30,timesfm,0.48450656073181464,0.4286066321625924,0.05589992856922221,4,0.4286066321625924,0.39272484602180935,0.48450656073181464,0.36310637903142695
c_22104,alibaba,h060,60,nnls,0.36278323926996303,0.2843793054859719,0.07840393378399113,4,0.36278323926996303,0.2843793054859719,0.2306803277553977,-0.08288072438694005
c_22104,alibaba,h120,120,nnls,0.042020390972302146,-0.13834450016788158,0.18036489114018373,4,0.042020390972302146,-0.24102676123903488,-0.13834450016788158,-0.16411752714894456
c_22119,alibaba,h010,10,nnls,0.5052413024287778,0.47412549748906807,0.03111580493970978,4,0.5052413024287778,0.47412549748906807,-0.13950380790267536,-0.1878681528263073
c_22119,alibaba,h030,30,nnls,-0.19062658037189628,-0.39653333940586544,0.20590675903396916,4,-0.19062658037189628,-1.2382564071017566,-0.39653333940586544,-0.8403825423692051
c_22119,alibaba,h060,60,granite_ttm,0.06876172876480957,-0.23834314637104725,0.3071048751358568,4,-0.23834314637104725,-0.5060558694213315,-0.28128131814089485,0.06876172876480957
c_22119,alibaba,h120,120,nnls,-0.1456591464199215,-0.34000806405041484,0.19434891763049333,4,-0.1456591464199215,-0.466325740750418,-0.34000806405041484,-1.1606100174949892
c_2212,alibaba,h010,10,nnls,0.7595122849617665,0.6815474494834397,0.07796483547832678,4,0.7595122849617665,0.6815474494834397,0.5441528512839349,0.416787973469965
c_2212,alibaba,h030,30,timesfm,0.8339343362200093,0.6500700524235101,0.18386428379649922,4,0.5217554542554277,0.4531819726199946,0.8339343362200093,0.6500700524235101
c_2212,alibaba,h060,60,nnls,0.37369714107976504,0.30348030159546835,0.07021683948429669,4,0.37369714107976504,0.008752071496212155,0.30348030159546835,0.2276384805201883
c_2212,alibaba,h120,120,nnls,0.32994826273999545,0.24621714272308315,0.0837311200169123,4,0.32994826273999545,0.018114517819706633,0.24621714272308315,0.1358980672552802
c_22124,alibaba,h010,10,nnls,0.8716849100293523,0.7889404296875,0.08274448034185233,4,0.8716849100293523,0.7889404296875,-0.20736445709040274,0.17533845727807107
c_22124,alibaba,h030,30,granite_ttm,-0.23053179635097565,-0.6970362792040983,0.4665044828531226,4,-0.6970362792040983,-0.8603188916134428,-0.8196125288126574,-0.23053179635097565
c_22124,alibaba,h060,60,timesfm,-0.1374620739446033,-0.2763725240903532,0.13891045014574988,4,-0.32796241797474623,-0.5003465221774193,-0.1374620739446033,-0.2763725240903532
c_22124,alibaba,h120,120,granite_ttm,-0.3939015047594885,-0.600234754862242,0.2063332501027535,4,-0.600234754862242,-0.8392525867474918,-0.7389462790074626,-0.3939015047594885
c_22142,alibaba,h010,10,chronos2,0.8944659904534606,0.7950662961586811,0.09939969429477957,4,0.7950662961586811,0.8944659904534606,0.6704605366496803,0.296506718518998
c_22142,alibaba,h030,30,nnls,0.23747221769954707,0.18900240384615385,0.04846981385339322,4,0.23747221769954707,0.18900240384615385,-0.3257802310844622,0.012725166904069662
c_22142,alibaba,h060,60,granite_ttm,0.19604350838862417,0.16961077656740886,0.026432731821215305,4,0.16961077656740886,0.09870667016806722,0.13093544247704858,0.19604350838862417
c_22142,alibaba,h120,120,nnls,0.16191268634195566,0.08419239277742352,0.07772029356453214,4,0.16191268634195566,0.08419239277742352,-0.06022290930265517,-0.11005398194049687
c_2215,alibaba,h010,10,nnls,0.7773560010709093,0.7513485737804794,0.02600742729042993,4,0.7773560010709093,0.7513485737804794,0.7205170375076884,0.7243056651723698
c_2215,alibaba,h030,30,nnls,0.8111058590794211,0.42203912560505574,0.3890667334743654,4,0.8111058590794211,0.42203912560505574,0.22544340466548718,0.3262618097800364
c_2215,alibaba,h060,60,nnls,0.16793779504586137,-0.02397877560549988,0.19191657065136125,4,0.16793779504586137,-0.1509750972666295,-0.1480407032640656,-0.02397877560549988
c_2215,alibaba,h120,120,granite_ttm,-0.02765072126277701,-0.04931479002983474,0.02166406876705773,4,-0.04931479002983474,-0.14961567674757204,-0.10893093224838024,-0.02765072126277701
c_22160,alibaba,h010,10,timesfm,-0.14298630544462965,-0.249007830336758,0.10602152489212835,4,-0.7199846295592305,-0.249007830336758,-0.14298630544462965,-3.4840517664766413
c_22160,alibaba,h030,30,chronos2,0.06283551489400596,-0.14507298406132363,0.2079084989553296,4,-0.14507298406132363,0.06283551489400596,-0.3443477852485306,-9.129441516348953
c_22160,alibaba,h060,60,nnls,-0.1738304552499268,-0.5804585784336667,0.40662812318373986,4,-0.1738304552499268,-1.0821806257154845,-0.6896007683321306,-0.5804585784336667
c_22160,alibaba,h120,120,nnls,-0.8807311159385056,-1.2098357371794872,0.3291046212409816,4,-0.8807311159385056,-1.2098357371794872,-2.9247360595143923,-15.184586914430636
c_22181,alibaba,h010,10,timesfm,0.9715116271880027,0.8816373164375695,0.08987431075043317,4,0.8816373164375695,0.8660668829606043,0.9715116271880027,0.8700557325888126
c_22181,alibaba,h030,30,timesfm,0.8821906349080527,0.866463294890226,0.01572734001782672,4,0.866463294890226,0.8169686004234168,0.8821906349080527,0.6713366918149286
c_22181,alibaba,h060,60,nnls,0.6619552104879693,0.6423208639610893,0.01963434652688001,4,0.6619552104879693,0.6423208639610893,0.6129992071146597,0.37108571540471635
c_22181,alibaba,h120,120,nnls,0.6244889191938585,0.3668716289937418,0.2576172902001167,4,0.6244889191938585,0.3668716289937418,0.3378827134469009,0.15187954194073772
c_2219,alibaba,h010,10,granite_ttm,-0.12920366990991305,-0.29821014825740755,0.1690064783474945,4,-0.29821014825740755,-1.1512892266281511,-1.4166263116135167,-0.12920366990991305
c_2219,alibaba,h030,30,chronos2,-0.46533696338383823,-0.5776978602240166,0.11236089684017836,4,-0.5776978602240166,-0.46533696338383823,-1.2824056276488882,-1.1030929693080225
c_2219,alibaba,h060,60,granite_ttm,-0.46078300853496823,-0.5329679436639907,0.07218493512902247,4,-0.614184395541457,-0.5329679436639907,-0.6425821396961995,-0.46078300853496823
c_2219,alibaba,h120,120,nnls,0.10919728820105024,0.06194584388631774,0.047251444314732494,4,0.10919728820105024,-0.8719595151715036,0.06194584388631774,-0.26118594561419783
c_22204,alibaba,h010,10,nnls,0.7908544169428394,0.7846996511211832,0.006154765821656194,4,0.7908544169428394,0.7846996511211832,0.6054758081891173,0.1777030251571552
c_22204,alibaba,h030,30,nnls,0.011298275012882386,-0.255628280057252,0.2669265550701344,4,0.011298275012882386,-0.255628280057252,-0.3088630887951076,-0.42289820125768074
c_22204,alibaba,h060,60,chronos2,-0.3545396592881944,-0.4506016217021429,0.09606196241394849,4,-0.4519421576134457,-0.3545396592881944,-0.4506016217021429,-0.5605100481818026
c_22204,alibaba,h120,120,timesfm,-0.3353292402356254,-0.467529296875,0.13220005663937462,4,-1.0888343492154555,-0.467529296875,-0.3353292402356254,-1.5945865447543368
c_22213,alibaba,h010,10,nnls,0.19883021589175598,0.1752223912241887,0.02360782466756728,4,0.19883021589175598,0.1752223912241887,-0.16592774279555522,0.1249577526312372
c_22213,alibaba,h030,30,nnls,-0.09739595939643375,-0.17609337678182424,0.07869741738539049,4,-0.09739595939643375,-0.18214925130208326,-0.24963161788203592,-0.17609337678182424
c_22213,alibaba,h060,60,granite_ttm,-0.35023565396465317,-0.40796728568617624,0.05773163172152307,4,-0.40796728568617624,-0.48223052153716206,-0.9929159975078088,-0.35023565396465317
c_22213,alibaba,h120,120,nnls,-0.8961500850665305,-0.9065093994140627,0.010359314347532234,4,-0.8961500850665305,-0.9065093994140627,-1.5655459647881362,-2.540635856505119
c_22226,alibaba,h010,10,timesfm,0.6000426351470458,0.5536379134660605,0.046404721680985306,4,0.5189322649759186,0.5536379134660605,0.6000426351470458,-0.02630778387828303
c_22226,alibaba,h030,30,nnls,-0.17117777564328662,-0.36688632052380377,0.19570854488051714,4,-0.17117777564328662,-0.36688632052380377,-0.4819340732070527,-0.8438837287928644
c_22226,alibaba,h060,60,timesfm,0.08615750329528338,-0.03831027293404099,0.12446777622932437,4,-0.13062589093136023,-0.03831027293404099,0.08615750329528338,-0.04335332025174732
c_22226,alibaba,h120,120,timesfm,-0.39217723466140986,-0.49083298792041696,0.0986557532590071,4,-0.9052255498652098,-0.49083298792041696,-0.39217723466140986,-0.548854654264781
c_2223,alibaba,h010,10,chronos2,0.9019889589009991,0.8979423140016348,0.004046644899364238,4,0.8979423140016348,0.9019889589009991,0.7312419461264571,0.2922861008976747
c_2223,alibaba,h030,30,nnls,0.5286178281096257,0.47535347259537886,0.0532643555142468,4,0.5286178281096257,0.47535347259537886,0.4216045800834993,0.10836771054593142
c_2223,alibaba,h060,60,timesfm,0.6569224344484819,0.6132044447521463,0.04371798969633556,4,0.597596129862692,0.6132044447521463,0.6569224344484819,-0.06718469543435335
c_2223,alibaba,h120,120,nnls,0.2975807711486047,0.00210931231612721,0.2954714588324775,4,0.2975807711486047,0.00210931231612721,-0.07451815371608372,-0.6356328409425076
c_22244,alibaba,h010,10,nnls,0.9237862380648806,0.8972579656862745,0.02652827237860611,4,0.9237862380648806,0.8972579656862745,0.8957832856264896,0.7701992316081352
c_22244,alibaba,h030,30,timesfm,0.8366554287406507,0.8116279850920691,0.02502744364858156,4,0.8116279850920691,0.7851191933410857,0.8366554287406507,0.6150131432130319
c_22244,alibaba,h060,60,nnls,0.7602378038194392,0.7219827233108329,0.038255080508606265,4,0.7602378038194392,0.7219827233108329,0.6637328644896978,0.3723658553351683
c_22244,alibaba,h120,120,nnls,0.4504159122729512,0.29150706048796104,0.15890885178499015,4,0.4504159122729512,0.29150706048796104,0.2738559202177332,0.09405345803526755
c_22253,alibaba,h010,10,nnls,0.9597915599490158,0.959226157043361,0.000565402905654766,4,0.9597915599490158,0.959226157043361,0.9348855658131923,0.8985311589976092
c_22253,alibaba,h030,30,nnls,0.6669024544525666,0.6209563066392955,0.04594614781327111,4,0.6669024544525666,0.6209563066392955,0.6143628451585703,0.5721018380814413
c_22253,alibaba,h060,60,nnls,0.3808416288316405,0.25975426184976036,0.12108736698188016,4,0.3808416288316405,0.25975426184976036,0.2548093093174034,0.09270383463191312
c_22253,alibaba,h120,120,nnls,0.3191573339387276,0.20821381159608587,0.11094352234264171,4,0.3191573339387276,0.15922142416843943,0.20821381159608587,-0.11139174193643187
c_22256,alibaba,h010,10,timesfm,0.10940554982428685,-0.04051948978432729,0.14992503960861414,4,-0.04051948978432729,-0.33949300349561984,0.10940554982428685,-0.3277204202135853
c_22256,alibaba,h030,30,nnls,-0.27658360923639047,-0.29947176846590917,0.0228881592295187,4,-0.27658360923639047,-0.29947176846590917,-0.6628955606072033,-1.252226356993909
c_22256,alibaba,h060,60,nnls,0.048204992614229614,-0.027468152866241935,0.07567314548047155,4,0.048204992614229614,-0.027468152866241935,-0.35210103830117756,-0.6691959942688885
c_22256,alibaba,h120,120,nnls,-0.06839979710827548,-0.16722703218937873,0.09882723508110325,4,-0.06839979710827548,-0.16722703218937873,-0.8145041058182645,-1.0172876469438572
c_22262,alibaba,h010,10,chronos2,0.8096916099160906,0.7700193704258237,0.03967223949026688,4,0.7700193704258237,0.8096916099160906,0.4646211697817365,-0.014255635841809777
c_22262,alibaba,h030,30,nnls,0.5499682121931666,0.5074941222570533,0.042474089936113346,4,0.5499682121931666,0.5074941222570533,0.5000069505571398,0.14181046545240694
c_22262,alibaba,h060,60,chronos2,0.5401974783554174,0.5306520533107605,0.009545425044656941,4,0.5306520533107605,0.5401974783554174,0.49893305118292663,0.06898801765148865
c_22262,alibaba,h120,120,nnls,0.291293498604157,0.23795977821993075,0.053333720384226235,4,0.291293498604157,0.23795977821993075,0.23587031925554136,-0.3604922076476662
c_22279,alibaba,h010,10,nnls,0.8247793058575985,0.8203622611464968,0.004417044711101714,4,0.8247793058575985,0.8203622611464968,0.7908357817384418,0.3334711492118574
c_22279,alibaba,h030,30,nnls,0.6841511518138157,0.6662081866197183,0.017942965194097438,4,0.6841511518138157,0.6662081866197183,0.5533425119730682,0.09467336074753852
c_22279,alibaba,h060,60,timesfm,0.5970087607485524,0.5688637534340659,0.028145007314486437,4,0.3330953785262285,0.5688637534340659,0.5970087607485524,0.04191472933056262
c_22279,alibaba,h120,120,chronos2,-0.6744223363286264,-0.7084013056128655,0.03397896928423916,4,-0.7551879080233195,-0.6744223363286264,-0.7084013056128655,-1.6077944207957127
c_22280,alibaba,h010,10,nnls,0.29421889781347876,0.1594344429347826,0.13478445487869617,4,0.29421889781347876,0.1594344429347826,-0.10299409056727926,-0.3496192140747736
c_22280,alibaba,h030,30,timesfm,-0.3186118197534509,-0.4222994582850601,0.10368763853160923,4,-0.4222994582850601,-0.6494140625,-0.3186118197534509,-0.49556710007272486
c_22280,alibaba,h060,60,nnls,-0.020301826626931696,-0.41641270209113124,0.39611087546419954,4,-0.020301826626931696,-0.4276055975274726,-0.41641270209113124,-1.2703234582109664
c_22280,alibaba,h120,120,chronos2,-0.11891004774305558,-0.15276614172279168,0.0338560939797361,4,-0.15276614172279168,-0.11891004774305558,-0.19925367420580953,-0.48360264030330313
c_22313,alibaba,h010,10,chronos2,0.556335837977707,0.4341317920029202,0.12220404597478685,4,0.4341317920029202,0.556335837977707,0.41850419775883496,0.33305426303104624
c_22313,alibaba,h030,30,timesfm,-0.345703228219826,-0.3485373240104217,0.002834095790595681,4,-0.46478497978138433,-0.4869921641404851,-0.345703228219826,-0.3485373240104217
c_22313,alibaba,h060,60,timesfm,0.14325082653957244,0.057817581015922936,0.0854332455236495,4,-0.02895062642053814,0.057817581015922936,0.14325082653957244,-0.6319464103843409
c_22313,alibaba,h120,120,nnls,0.03201302457940047,-0.22249661591042735,0.2545096404898278,4,0.03201302457940047,-0.22249661591042735,-0.3505164911137757,-0.23188408204191924
c_22324,alibaba,h010,10,chronos2,-0.1333633814102564,-0.32825803213291116,0.19489465072265477,4,-0.6972046200858772,-0.1333633814102564,-0.32825803213291116,-0.3583484395332772
c_22324,alibaba,h030,30,timesfm,0.1826217036313592,0.12572006622359277,0.05690163740776644,4,0.12572006622359277,-0.02814503205128216,0.1826217036313592,-0.40722031473536924
c_22324,alibaba,h060,60,timesfm,0.06621951452053998,0.050176711309523836,0.016042803211016143,4,-0.06825683026558438,0.050176711309523836,0.06621951452053998,-0.0702090492493892
c_22324,alibaba,h120,120,timesfm,0.05517863588207339,-0.00039478058510633574,0.055573416467179726,4,-0.03361144581603215,-0.00039478058510633574,0.05517863588207339,-0.41688309149472746
c_22336,alibaba,h010,10,chronos2,0.1880276309294403,0.10150979811775718,0.08651783281168313,4,0.10150979811775718,0.1880276309294403,-0.07995259495093454,-0.04484385095965471
c_22336,alibaba,h030,30,timesfm,0.06840750086886993,-0.12529823270333829,0.19370573357220822,4,-0.1269436987396495,-0.12529823270333829,0.06840750086886993,-0.13173422405689794
c_22336,alibaba,h060,60,timesfm,0.20592583855294966,0.1719430474906679,0.03398279106228175,4,0.029416328725269336,0.1719430474906679,0.20592583855294966,-0.6527981061015107
c_22336,alibaba,h120,120,timesfm,0.08170328683184214,0.06732768867668426,0.014375598155157876,4,0.06732768867668426,-0.12796306829052084,0.08170328683184214,-0.47870660812133736
c_22342,alibaba,h010,10,nnls,0.6268706567689997,0.5606208570075757,0.06624979976142398,4,0.6268706567689997,0.5606208570075757,-0.10363973299677243,-0.2016005908977152
c_22342,alibaba,h030,30,nnls,-0.6820943885868203,-0.6838122517386058,0.0017178631517855703,4,-0.6820943885868203,-0.8802509610615079,-0.6838122517386058,-1.9174989216409442
c_22342,alibaba,h060,60,nnls,0.005794425982602158,-0.021008071043079113,0.02680249702568127,4,0.005794425982602158,-0.05234732580595547,-0.05831901557743113,-0.021008071043079113
c_22342,alibaba,h120,120,timesfm,-0.1763769704103879,-0.4271000453404017,0.2507230749300138,4,-0.5431945744117646,-0.4271000453404017,-0.1763769704103879,-2.3543561751962736
c_22345,alibaba,h010,10,nnls,-0.1193143593313939,-0.23311436018956977,0.11380000085817588,4,-0.1193143593313939,-0.25473013290992164,-0.39535545483907875,-0.23311436018956977
c_22345,alibaba,h030,30,nnls,-0.9485081476820911,-1.1937623300605371,0.24525418237844598,4,-0.9485081476820911,-1.3360768432057157,-1.3106222559572638,-1.1937623300605371
c_22345,alibaba,h060,60,nnls,0.00019824830813497396,-0.019057741725638566,0.01925599003377354,4,0.00019824830813497396,-0.019057741725638566,-0.06652323633522994,-0.2569102831704677
c_22345,alibaba,h120,120,nnls,-0.17368305356463365,-0.2083254707936757,0.034642417229042044,4,-0.17368305356463365,-0.2083254707936757,-0.22480975581592766,-0.3016012912325272
c_22347,alibaba,h010,10,nnls,-0.9899465043517635,-1.0206385986141204,0.030692094262356973,4,-0.9899465043517635,-1.0206385986141204,-1.5283844268999243,-1.2307827239669735
c_22347,alibaba,h030,30,timesfm,-0.31443546889362795,-0.42422268740980296,0.10978721851617501,4,-1.6501249343845164,-1.1727398404391987,-0.31443546889362795,-0.42422268740980296
c_22347,alibaba,h060,60,timesfm,-0.054294082012198874,-0.08728169321244961,0.03298761120025073,4,-0.15910914322102676,-0.08728169321244961,-0.054294082012198874,-0.2888703829939505
c_22347,alibaba,h120,120,timesfm,-0.11093733453253529,-0.21896683930066962,0.10802950476813433,4,-1.3039620080592993,-0.21896683930066962,-0.11093733453253529,-0.23508816012645006
c_22359,alibaba,h010,10,timesfm,0.9731473908204622,0.9728119540825716,0.00033543673789060424,4,0.9728119540825716,0.970710788821856,0.9731473908204622,0.8035643039401086
c_22359,alibaba,h030,30,nnls,0.9158199526774138,0.9119099962629345,0.003909956414479332,4,0.9158199526774138,0.9119099962629345,0.9117359207239714,0.639514623941781
c_22359,alibaba,h060,60,timesfm,0.805480310303919,0.8011050413637197,0.0043752689401992395,4,0.8011050413637197,0.7652555458906807,0.805480310303919,0.3178247501817286
c_22359,alibaba,h120,120,timesfm,0.48264702957182937,0.39772302120412883,0.08492400836770053,4,0.39772302120412883,0.3180928215051231,0.48264702957182937,-0.1795555357451324
c_22385,alibaba,h010,10,chronos2,0.9737213510394777,0.950944568408923,0.022776782630554604,4,0.950944568408923,0.9737213510394777,0.882250404382073,0.19916416529921932
c_22385,alibaba,h030,30,nnls,0.972243506910177,0.9565469065020161,0.0156966004081609,4,0.972243506910177,0.9565469065020161,0.9549040965533838,-0.21965480056089937
c_22385,alibaba,h060,60,chronos2,-29.725636800130207,-29.919150606763328,0.19351380663312057,4,-29.919150606763328,-29.725636800130207,-33.01283837267269,-79.15623574078533
c_22385,alibaba,h120,120,nnls,-36.79884356885915,-37.01733608903556,0.21849252017641163,4,-36.79884356885915,-37.01733608903556,-45.119523063193384,-105.7121165456385
c_22414,alibaba,h010,10,timesfm,0.7257253132578898,0.673797607421875,0.051927705836014804,4,0.6579017773383171,0.673797607421875,0.7257253132578898,0.25275198836928703
c_22414,alibaba,h030,30,chronos2,-0.026674467941810276,-0.14882386628843203,0.12214939834662175,4,-0.1533355110330099,-0.026674467941810276,-0.14882386628843203,-0.5771768122285494
c_22414,alibaba,h060,60,timesfm,0.12278151889450017,0.12128725629415271,0.0014942626003474624,4,0.12128725629415271,0.05358692956349209,0.12278151889450017,-0.6725080580122067
c_22414,alibaba,h120,120,timesfm,-0.4233641392268854,-1.5508565624472186,1.1274924232203332,4,-1.7389714381649606,-1.7091805793378998,-0.4233641392268854,-1.5508565624472186
c_22438,alibaba,h120,120,timesfm,-0.05263160510709519,-0.0526320075079747,4.0240087950671466e-07,4,-2.158483580977862,-0.0526320075079747,-0.05263160510709519,-0.05525453847766881
c_22442,alibaba,h010,10,nnls,-0.20938419658070573,-0.3290803328804348,0.11969613629972908,4,-0.20938419658070573,-0.3290803328804348,-0.5811194536835171,-0.6841176571659566
c_22442,alibaba,h030,30,chronos2,-0.0945421584109043,-0.11954086315230872,0.02499870474140442,4,-0.11954086315230872,-0.0945421584109043,-0.4794653095630448,-0.5679847532733135
c_22442,alibaba,h060,60,nnls,-0.2684743763973201,-0.36688279090650533,0.09840841450918525,4,-0.2684743763973201,-0.45383144946808507,-0.5639909513913004,-0.36688279090650533
c_22442,alibaba,h120,120,granite_ttm,-0.31186125065083026,-0.48408352598862403,0.17222227533779377,4,-0.48408352598862403,-0.6180129278273809,-0.4846393769507009,-0.31186125065083026
c_22450,alibaba,h010,10,granite_ttm,-0.18451932859656583,-0.24509753835513082,0.06057820975856498,4,-0.3780815428203086,-0.24509753835513082,-0.4349029849542738,-0.18451932859656583
c_22450,alibaba,h030,30,nnls,0.10405653203247756,0.02054373509877394,0.08351279693370361,4,0.10405653203247756,0.02054373509877394,-2.1281924023690517,-1.5361040533972572
c_22450,alibaba,h060,60,chronos2,-0.4056289405153508,-0.7361519777415455,0.3305230372261947,4,-0.8143547361214865,-0.4056289405153508,-0.7361519777415455,-0.9003256760981504
c_22450,alibaba,h120,120,nnls,-0.4135170886817088,-0.45936420192773997,0.04584711324603119,4,-0.4135170886817088,-0.45936420192773997,-0.5978417426642497,-0.6397201416284464
c_22452,alibaba,h010,10,chronos2,0.985888435164456,0.9820828357473912,0.00380559941706482,4,0.9760760559510769,0.985888435164456,0.9820828357473912,0.8486343696360953
c_22452,alibaba,h030,30,nnls,0.9587906691132496,0.8887525719454265,0.07003809716782317,4,0.9587906691132496,0.8887525719454265,0.7574714330160165,0.6333853709188372
c_22452,alibaba,h060,60,nnls,0.8068098278697597,0.747345832277166,0.059463995592593744,4,0.8068098278697597,0.6876026468132985,0.747345832277166,0.5561724940931111
c_22452,alibaba,h120,120,nnls,0.6951054471228263,0.5060318259153266,0.1890736212074997,4,0.6951054471228263,0.5060318259153266,0.4977121356915467,0.18689680182498702
c_22468,alibaba,h010,10,timesfm,0.6008430409737352,0.5835887365298462,0.01725430444388898,4,0.5798140209278222,0.5835887365298462,0.6008430409737352,0.48985703322853713
c_22468,alibaba,h030,30,timesfm,0.6705694852397854,0.6196638353982593,0.050905649841526124,4,0.6196638353982593,0.5814081992988969,0.6705694852397854,0.2524839923801244
c_22468,alibaba,h060,60,nnls,0.448201654938467,0.38177979889024816,0.06642185604821882,4,0.448201654938467,0.23175578034682076,0.38177979889024816,-0.07000526711797828
c_22468,alibaba,h120,120,granite_ttm,-0.4682469654734436,-0.6440018529692499,0.17575488749580637,4,-0.6440018529692499,-1.243048040779132,-0.7549462658048727,-0.4682469654734436
c_22477,alibaba,h010,10,nnls,0.7377567612556493,0.7276281275221953,0.010128633733453962,4,0.7377567612556493,0.7276281275221953,0.68048761377281,0.6329856618169456
c_22477,alibaba,h030,30,nnls,0.7046060395491811,0.6727007906118359,0.031905248937345254,4,0.7046060395491811,0.6727007906118359,0.5821508721574769,0.5372517597195721
c_22477,alibaba,h060,60,nnls,0.6638058336638077,0.6289553848897125,0.034850448774095266,4,0.6638058336638077,0.6194407220608832,0.6289553848897125,0.5090357878299654
c_22477,alibaba,h120,120,nnls,0.6203663423155423,0.5508406350224139,0.06952570729312846,4,0.6203663423155423,0.5502904688556559,0.5508406350224139,0.18983421993977856
c_22478,alibaba,h010,10,nnls,0.6336542797372369,0.554203063484252,0.0794512162529849,4,0.6336542797372369,0.554203063484252,-0.04108314426536275,-0.2842070176963363
c_22478,alibaba,h030,30,granite_ttm,-0.21613169680289102,-0.30201771593625515,0.08588601913336413,4,-0.5692812094886626,-0.7724373109879032,-0.30201771593625515,-0.21613169680289102
